artist,title,popularity,year,genre,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,tempo,release_decade,mood
Lead into Gold,Sweet Caress,6,2018,industrial,0.58,0.908,0.0633,0.000791,0.445,0.552,0.433,75.023,2010,chill
KMFDM,Headcase - Hallowe'en Mix,3,2008,industrial,0.438,0.987,0.0575,2.7e-06,0.621,0.0785,0.403,147.982,2000,chill
Boy Hits Car,Anxious but Gradual Rhythms,5,2015,industrial,0.484,0.932,0.0829,0.00355,0.0,0.196,0.364,105.003,2010,chill
Rammstein,Amerika - RMX By Olsen Involtini,7,2011,industrial,0.733,0.853,0.105,0.0847,0.000728,0.604,0.748,125.036,2010,chill
Scum of the Earth,Altargirl 13,9,2004,industrial,0.353,0.995,0.229,1.48e-05,0.291,0.566,0.23,194.094,2000,chill
Rome,Das Feuerordal,32,2001,industrial,0.442,0.647,0.029,9.13e-05,0.195,0.0852,0.339,63.0,2000,chill
The Razorblade Dolls,The Wrists,4,2008,industrial,0.589,0.913,0.0554,0.000431,0.0104,0.154,0.867,130.039,2000,chill
Front 242,Funkahdafi,9,2008,industrial,0.535,0.814,0.0602,7.38e-05,0.816,0.823,0.0975,117.998,2000,chill
Psychic TV,Starlit Mire,9,2017,industrial,0.56,0.854,0.0681,0.112,0.782,0.631,0.0723,99.658,2010,chill
Hank Jones,As Times Goes By,33,2008,jazz,0.447,0.143,0.0333,0.857,0.932,0.175,0.254,133.51,2000,relaxed
RetroElectric Big Band,Paris Mais Oui,25,2013,jazz,0.751,0.893,0.155,0.249,0.0905,0.332,0.797,125.039,2010,relaxed
Aldo Romano,Favela,45,2017,jazz,0.38,0.172,0.0349,0.985,0.933,0.111,0.211,100.888,2010,relaxed
Skinny Hightower,BITTERSWEET,37,2020,jazz,0.782,0.921,0.0374,0.178,0.817,0.0847,0.583,102.006,2020,relaxed
Kenny G,Heart And Soul,27,2010,jazz,0.647,0.608,0.0259,0.0375,0.614,0.0953,0.33,92.983,2010,relaxed
Mansur Brown,Mashita,47,2018,jazz,0.52,0.207,0.0311,0.81,0.891,0.111,0.339,135.842,2010,relaxed
Eliane Elias,Desafinado,23,2008,jazz,0.512,0.511,0.0355,0.602,0.0128,0.284,0.816,83.96,2000,relaxed
Eric Reed,Light Blue,29,2011,jazz,0.502,0.284,0.0382,0.493,0.651,0.188,0.351,98.729,2010,relaxed
Randy Scott,Affection,35,2020,jazz,0.584,0.61,0.0821,0.304,0.81,0.217,0.634,179.958,2020,relaxed
John Coltrane,Giant Steps - 2020 Remaster,56,2020,jazz,0.417,0.42,0.06,0.186,0.00111,0.185,0.517,147.143,2020,relaxed
Kait Dunton,this one's for you,43,2023,jazz,0.323,0.155,0.0438,0.99,0.911,0.108,0.168,79.632,2020,relaxed
Archy Marshall,Any God of Yours,33,2015,jazz,0.726,0.457,0.0751,0.32,0.763,0.0951,0.459,98.043,2010,relaxed
Norah Jones,Carnival Town,44,2004,jazz,0.594,0.0361,0.0318,0.987,0.0161,0.111,0.186,86.101,2000,relaxed
Craig Taborn,St. Ride,25,2001,jazz,0.383,0.0373,0.0442,0.857,0.929,0.0929,0.087,49.888,2000,relaxed
Mndsgn,Snaxx w U,27,2019,jazz,0.358,0.213,0.0268,0.927,0.07,0.125,0.109,76.45,2010,relaxed
Joe McBride,Double Down,26,2005,jazz,0.686,0.676,0.0326,0.486,0.746,0.188,0.763,111.99,2000,relaxed
Cocktails & Jazz,Nice Try,37,2020,jazz,0.586,0.513,0.0475,0.652,0.922,0.106,0.603,141.53,2020,relaxed
The Andrews Sisters,"Oh Johnny, Oh Johnny, Oh!",20,2003,jazz,0.496,0.436,0.273,0.866,0.0,0.691,0.865,204.83,2000,relaxed
Scott Hamilton,Stockholm Sweetnin',44,2013,jazz,0.609,0.299,0.0425,0.835,0.899,0.113,0.305,120.074,2010,relaxed
Robohands,Ataraxy 23,37,2021,jazz,0.587,0.229,0.0651,0.878,0.784,0.101,0.479,145.11,2020,relaxed
Chris Standring,Sensual Overload,29,2010,jazz,0.812,0.537,0.0284,0.398,0.821,0.0714,0.488,110.008,2010,relaxed
Pete Belasco,I'll Come to You,23,2004,jazz,0.641,0.314,0.0406,0.523,0.21,0.0793,0.339,134.027,2000,relaxed
Scott Bradlee's Postmodern Jukebox,Rather Be,35,2017,jazz,0.642,0.457,0.0426,0.62,7.53e-06,0.229,0.725,115.977,2010,relaxed
Billo's,Tren De Seis,26,2007,jazz,0.759,0.798,0.11,0.282,0.0,0.19,0.923,96.427,2000,relaxed
Utha Likumahuwa,Sesaat Kau Hadir,59,2016,jazz,0.45,0.627,0.0407,0.444,1.37e-05,0.3,0.614,78.814,2010,relaxed
Catherine Russell,Blue And Sentimental,48,2022,jazz,0.715,0.253,0.0323,0.929,0.000357,0.102,0.472,70.619,2020,relaxed
Chris Geith,Nice To Meet You,17,2008,jazz,0.596,0.867,0.0281,0.0629,0.741,0.0826,0.655,93.987,2000,relaxed
Bill Evans Trio,Some Other Time - Live,20,2005,jazz,0.432,0.0658,0.0512,0.946,0.944,0.693,0.121,124.621,2000,relaxed
Chabuco,Margarita (feat. Vicente García & Jose Quiñónez),38,2018,jazz,0.79,0.355,0.0382,0.882,0.0,0.106,0.607,130.026,2010,relaxed
Astoria Three,Beyond Belief,57,2022,jazz,0.426,0.137,0.033,0.956,0.928,0.122,0.379,55.641,2020,relaxed
DAYBREAK,Flower Road,29,2016,k-pop,0.671,0.771,0.0434,0.00212,7.44e-05,0.116,0.67,111.978,2010,happy
Gummy,Round 1 (Feat. Jinu & Lexy),1,2004,k-pop,0.758,0.525,0.0471,0.0267,0.0,0.0769,0.575,97.006,2000,happy
Saleem,Sone Da Darbar,21,2006,k-pop,0.703,0.655,0.0524,0.484,0.0,0.0685,0.883,119.958,2000,happy
Jang Deok Cheol,Good old days,39,2017,k-pop,0.513,0.382,0.0518,0.435,0.0,0.261,0.27,136.95,2010,happy
EXO,The First Snow,54,2013,k-pop,0.636,0.674,0.0444,0.00542,0.0,0.145,0.814,82.985,2010,happy
POLKADOT STINGRAY,FREE,43,2020,k-pop,0.684,0.817,0.0862,0.0841,0.0017,0.0382,0.911,131.949,2020,happy
Kim Jong Kook,너만 모르는 이야기,9,2006,k-pop,0.634,0.714,0.035,0.637,0.0,0.0867,0.504,113.972,2000,happy
SUPER JUNIOR,Blue World,24,2013,k-pop,0.545,0.944,0.181,0.0784,0.0,0.48,0.663,124.959,2010,happy
Pink Lady,サウスポー,33,2008,k-pop,0.672,0.869,0.0489,0.714,0.0,0.0306,0.875,167.877,2000,happy
ZICO,Tough Cookie,36,2014,k-pop,0.654,0.868,0.386,0.128,0.0,0.361,0.787,79.946,2010,happy
Iklim,Budi,30,2004,k-pop,0.565,0.41,0.029,0.666,4.21e-06,0.0892,0.285,128.364,2000,happy
The Rose,Like We Used To,49,2018,k-pop,0.636,0.495,0.0294,0.353,0.0,0.832,0.516,97.898,2010,happy
H. Britton,Kazarachem Utor Mando,8,2006,k-pop,0.402,0.358,0.0324,0.915,1.34e-05,0.632,0.634,136.951,2000,happy
THE BOYZ,Back 2 U,33,2018,k-pop,0.572,0.762,0.0699,0.0886,0.0,0.14,0.58,80.08,2010,happy
T. M. Soundararajan,Ullam Uruguthaiyya,27,2011,k-pop,0.596,0.487,0.0308,0.657,0.000937,0.0773,0.761,87.62,2010,happy
Laysha,Chocolate Cream (feat. 낯선),34,2016,k-pop,0.799,0.834,0.0882,0.0462,0.0,0.65,0.698,104.972,2010,happy
Gorki,Ik Kan Nooit Meer Naar Huis,10,2008,k-pop,0.52,0.827,0.0327,0.0272,0.0456,0.13,0.337,132.015,2000,happy
Lee MinHyuk,Ing..,44,2021,k-pop,0.69,0.578,0.0295,0.478,0.0,0.178,0.489,94.04,2020,happy
PSY,ROCKnROLLbaby,28,2015,k-pop,0.859,0.855,0.103,0.0166,0.0,0.54,0.644,127.952,2010,happy
iKON,WHAT'S WRONG ?,35,2015,k-pop,0.72,0.797,0.0562,0.0264,0.0,0.0949,0.767,127.994,2010,happy
WINNER,걔 세 I'm Him,39,2014,k-pop,0.876,0.766,0.186,0.0303,0.0004,0.0864,0.772,104.991,2010,happy
MONSTA X,Destroyer,36,2018,k-pop,0.667,0.798,0.0636,0.116,0.0,0.0478,0.541,139.995,2010,happy
AOA,Gonna Get Your Heart,21,2014,k-pop,0.623,0.729,0.0354,0.117,0.0,0.0565,0.355,94.003,2010,happy
Vidyasagar,Kaatru Pudhithai,23,2009,k-pop,0.685,0.725,0.0357,0.761,0.268,0.131,0.639,131.962,2000,happy
Junko Ohashi,鍵はかえして!,25,2003,k-pop,0.565,0.561,0.0274,0.55,7.66e-05,0.501,0.825,99.68,2000,happy
NCT DREAM,Diggity,55,2021,k-pop,0.715,0.842,0.0817,0.1,0.0,0.255,0.687,89.988,2020,happy
Gain,Fxxk U (feat.Bumkey),31,2014,k-pop,0.857,0.639,0.0394,0.351,1.53e-05,0.0873,0.834,128.051,2010,happy
BLACKPINK,Bet You Wanna (feat. Cardi B),61,2020,k-pop,0.653,0.662,0.162,0.00465,0.0,0.0626,0.674,111.712,2020,happy
Izi,먼곳에서,8,2005,k-pop,0.448,0.49,0.0366,0.31,0.0,0.117,0.252,170.884,2000,happy
Ashley Monroe,The Morning After,13,2013,k-pop,0.668,0.355,0.0239,0.497,0.000915,0.0967,0.567,105.98,2010,happy
blessthefall,What's Left Of Me,37,2009,metal,0.132,0.969,0.11,0.00025,1.22e-05,0.137,0.15,162.673,2000,intense
In This Moment,Beast Within,42,2012,metal,0.518,0.937,0.114,0.000776,0.0,0.11,0.391,90.01,2010,intense
Slipknot,Be Prepared for Hell,40,2014,metal,0.263,0.322,0.049,0.377,0.0742,0.368,0.375,139.433,2010,intense
As I Lay Dying,Reflection,37,2005,metal,0.217,0.985,0.0663,6.93e-05,0.0135,0.753,0.694,187.552,2000,intense
Shinedown,Shed Some Light,37,2005,metal,0.53,0.372,0.0301,0.292,0.0,0.121,0.218,117.78,2000,intense
From Ashes to New,You Only Die Once,31,2016,metal,0.464,0.971,0.113,0.0043,9.51e-05,0.743,0.554,160.086,2010,intense
Kid Rock,Never Quit,43,2022,metal,0.528,0.737,0.0388,0.00555,3.08e-06,0.279,0.614,140.845,2020,intense
Spiritbox,Perennial,42,2019,metal,0.443,0.976,0.168,9.59e-05,0.176,0.653,0.2,124.901,2010,intense
Hurt,Falls Apart,46,2006,metal,0.507,0.684,0.0506,0.00665,2.85e-05,0.115,0.371,146.021,2000,intense
Sabaton,Versailles,46,2022,metal,0.388,0.884,0.0556,0.0787,1.48e-05,0.186,0.406,82.032,2020,intense
Holding Absence,Monochrome,41,2019,metal,0.388,0.883,0.0678,0.00172,0.000148,0.278,0.438,177.034,2010,intense
"Myka, Relocate",Cold Hearts,31,2015,metal,0.44,0.944,0.0849,0.000835,2.12e-06,0.22,0.237,83.989,2010,intense
Trivium,Drowning in the Sound,49,2019,metal,0.478,0.972,0.153,0.00114,0.000122,0.354,0.245,100.05,2010,intense
Nyu.,Sapphire,33,2018,metal,0.39,0.976,0.134,0.000683,0.796,0.0613,0.351,179.967,2010,intense
Architects,Impermanence,50,2021,metal,0.374,0.895,0.0752,0.000212,0.0,0.0289,0.417,174.062,2020,intense
Trivium,Brave This Storm,38,2013,metal,0.449,0.985,0.146,3.22e-05,8.4e-05,0.278,0.447,158.944,2010,intense
DOLL$BOXX,Shout Down,33,2017,metal,0.45,0.985,0.136,0.000237,0.0,0.341,0.206,105.02,2010,intense
Crush 40,What I'm Made Of...,38,2019,metal,0.401,0.95,0.0797,2.19e-05,0.0,0.376,0.506,178.089,2010,intense
NOTHING MORE,Gyre,30,2014,metal,0.351,0.563,0.0465,0.618,0.472,0.133,0.118,157.857,2010,intense
Windhand,Grey Garden,36,2018,metal,0.235,0.685,0.0378,0.00157,0.144,0.0948,0.0726,133.71,2010,intense
Dance Gavin Dance,"12 Hours, 630 Miles",34,2007,metal,0.674,0.885,0.0458,0.194,0.0242,0.2,0.548,130.107,2000,intense
My Darkest Days,Still Worth Fighting For,60,2010,metal,0.474,0.873,0.0435,0.00326,0.0,0.188,0.372,115.969,2010,intense
Bullet For My Valentine,Forever and Always,37,2008,metal,0.377,0.902,0.0776,0.000222,0.00555,0.397,0.353,156.123,2000,intense
Metalocalypse: Dethklok,Thunderhorse,49,2007,metal,0.479,0.867,0.0371,1.67e-05,0.921,0.0913,0.293,92.001,2000,intense
Pentakill,Cull,42,2017,metal,0.317,0.967,0.136,8.41e-05,0.013,0.0731,0.151,75.003,2010,intense
ERRA,Heart,29,2011,metal,0.31,0.951,0.075,9.93e-06,7.92e-06,0.729,0.244,165.342,2010,intense
Scott Stapp,Broken,37,2005,metal,0.559,0.594,0.025,0.0917,0.0,0.0955,0.132,89.16,2000,intense
Dance Gavin Dance,"The Robot With Human Hair, Pt. 1",32,2006,metal,0.33,0.979,0.222,0.000567,0.0,0.44,0.33,77.072,2000,intense
Knocked Loose,Slings and Arrows - Cover Version,35,2019,metal,0.299,0.971,0.116,0.000218,0.0,0.237,0.311,138.316,2010,intense
Kottonmouth Kings,Where's the Weed At?,30,2006,metal,0.711,0.711,0.05,0.00311,1.21e-06,0.716,0.449,86.988,2000,intense
Memphis May Fire,Sleepless Nights,26,2014,metalcore,0.153,0.989,0.279,2.42e-05,0.0,0.38,0.382,85.89,2010,chill
Before Their Eyes,We Won't Make the Same Mistake Again (Ft. Hotel Books),22,2015,metalcore,0.371,0.981,0.434,4.5e-05,0.0125,0.143,0.06,89.952,2010,chill
Jacks Of All Trades,Black List of No Good,22,2002,metalcore,0.343,0.895,0.0841,0.0002,0.000135,0.0847,0.785,178.547,2000,chill
A Skylit Drive,Running With The Light,20,2009,metalcore,0.351,0.851,0.0456,0.00087,0.0,0.369,0.371,149.991,2000,chill
"Woe, Is Me",Fine Without You,19,2013,metalcore,0.453,0.639,0.0348,0.126,0.0,0.112,0.451,86.553,2010,chill
A Life Once Lost,The Tide,1,2003,metalcore,0.348,0.929,0.0644,0.000582,0.0963,0.308,0.356,130.235,2000,chill
Demon Hunter,Dead Flowers (Resurrected),30,2021,metalcore,0.428,0.601,0.0285,0.0593,0.000364,0.0583,0.246,136.028,2020,chill
The Air I Breathe,Nothing Feels Sound,25,2021,metalcore,0.419,0.982,0.0915,5.24e-06,3.63e-06,0.0971,0.214,119.968,2020,chill
Our Last Night,Dark Storms - Acoustic,23,2014,metalcore,0.497,0.622,0.0372,0.197,0.0,0.0427,0.236,154.957,2010,chill
Lynchpin,It's All Good,0,2003,metalcore,0.433,0.819,0.047,3.31e-05,0.00166,0.192,0.406,134.759,2000,chill
It Prevails,An Anomaly,14,2007,metalcore,0.45,0.951,0.0807,0.000941,0.00157,0.217,0.353,123.996,2000,chill
Stigmata,Жить с нуля,7,2004,metalcore,0.416,0.744,0.276,0.00512,6.78e-05,0.041,0.364,106.068,2000,chill
Memphis May Fire,Better Things,23,2016,metalcore,0.489,0.994,0.11,9.9e-05,0.0,0.38,0.203,124.985,2010,chill
Downbreed,You Suck,0,2001,metalcore,0.199,0.937,0.195,0.000203,1.09e-06,0.0456,0.359,177.759,2000,chill
For All Those Sleeping,"Janice, It Ain't Funny",18,2010,metalcore,0.407,0.939,0.112,6.32e-05,0.000503,0.348,0.436,165.06,2010,chill
Like Moths To Flames,The Give And Take,17,2015,metalcore,0.565,0.987,0.169,0.00115,0.0,0.331,0.227,120.006,2010,chill
Burden Of A Day,No Blood No Foul,7,2006,metalcore,0.389,0.748,0.171,0.0191,0.0,0.344,0.22,89.397,2000,chill
Hochiminh,Signs,0,2004,metalcore,0.444,0.99,0.0814,0.00275,0.00162,0.1,0.585,165.001,2000,chill
lynch.,IDOL,32,2020,metalcore,0.342,0.905,0.0885,1.02e-05,0.000146,0.314,0.421,95.009,2020,chill
Dance Gavin Dance,We Own The Night - Instrumental,18,2015,metalcore,0.373,0.534,0.0449,0.0045,0.789,0.163,0.426,117.37,2010,chill
Aggro-Fate,Pill Driven,0,2003,metalcore,0.232,0.947,0.144,0.000142,0.00302,0.4,0.138,95.54,2000,chill
Heaven Shall Burn,The Chaos Before (Demo '96),4,2004,metalcore,0.228,0.751,0.0564,2.17e-05,0.0318,0.355,0.279,107.15,2000,chill
Deeper Than That,Shooting at a Mirror,0,2005,metalcore,0.256,0.995,0.0999,0.000361,0.306,0.157,0.144,100.344,2000,chill
Blood Has Been Shed,And A Seraphim Cries,6,2001,metalcore,0.269,0.919,0.103,4.13e-06,0.849,0.649,0.242,111.814,2000,chill
Demon Hunter,A Thread of Light,21,2007,metalcore,0.555,0.991,0.103,0.000377,0.000197,0.196,0.253,131.945,2000,chill
Villain of the Story,Losing Control - Instrumental,20,2023,metalcore,0.514,0.873,0.0499,2.98e-05,0.921,0.342,0.502,125.008,2020,chill
Kryour,Why Should I Know?,38,2023,metalcore,0.347,0.96,0.0557,0.000928,0.193,0.247,0.466,180.056,2020,chill
Northlane,Paradigm,33,2019,metalcore,0.471,0.948,0.0796,1.41e-05,0.117,0.355,0.393,128.685,2010,chill
Venaculas,Live On,1,2003,metalcore,0.513,0.958,0.121,0.0165,0.0,0.338,0.58,94.032,2000,chill
Wage War,Hurt - Stripped,35,2022,metalcore,0.556,0.762,0.0326,0.023,0.0,0.118,0.192,125.052,2020,chill
Layton Giordani,Unspoken,17,2016,minimal-techno,0.807,0.89,0.0483,4.12e-05,0.917,0.0607,0.502,125.0,2010,chill
Masomenos,...Six...,0,2007,minimal-techno,0.731,0.616,0.0777,0.000491,0.811,0.0897,0.481,120.033,2000,chill
Sleeparchive,Senza Titolo One,3,2015,minimal-techno,0.614,0.726,0.0424,0.0797,0.893,0.128,0.0385,132.001,2010,chill
Paul Kalkbrenner,"Page 1,2,3 - Agoria Remix",6,2006,minimal-techno,0.722,0.499,0.053,0.0384,0.909,0.108,0.221,119.992,2000,chill
Frankyeffe,Illusion - Original Mix,1,2016,minimal-techno,0.816,0.89,0.0427,5.84e-05,0.713,0.0915,0.209,125.998,2010,chill
Sleeparchive,Session One,1,2018,minimal-techno,0.777,0.932,0.0628,0.0169,0.95,0.123,0.253,136.007,2010,chill
Niereich,Suton - Original Mix,0,2012,minimal-techno,0.772,0.595,0.0523,0.00191,0.84,0.116,0.0617,122.995,2010,chill
Loco Dice,Black Truffles In The Snow - Mike Huckaby's S Y N T H Remix,0,2009,minimal-techno,0.688,0.864,0.0387,2.91e-05,0.885,0.061,0.3,125.989,2000,chill
Remute,Bounce 23,0,2006,minimal-techno,0.69,0.827,0.0616,0.00114,0.788,0.0797,0.506,133.042,2000,chill
Niereich,Red Medicine - Original Mix,0,2015,minimal-techno,0.622,0.873,0.0329,0.000125,0.914,0.66,0.0347,127.985,2010,chill
Oliver Huntemann,Tranquilizer 2.0,23,2019,minimal-techno,0.715,0.677,0.0492,0.000947,0.911,0.104,0.0604,126.997,2010,chill
E.Lesovsky,Acab,0,2007,minimal-techno,0.802,0.591,0.0723,0.0194,0.938,0.144,0.273,128.01,2000,chill
Joris Voorn,Don't Believe Everything You See - Original Mix,3,2004,minimal-techno,0.824,0.834,0.0421,0.136,0.872,0.0866,0.798,135.026,2000,chill
Booka Shade,Torch,14,2019,minimal-techno,0.823,0.814,0.0549,0.00737,0.876,0.652,0.168,123.997,2010,chill
Super Flu,Lord Extra,18,2019,minimal-techno,0.745,0.63,0.0445,0.00429,0.918,0.0914,0.0912,121.599,2010,chill
Modeselektor,Rainy,21,2021,minimal-techno,0.643,0.803,0.0417,0.429,0.819,0.108,0.842,102.998,2020,chill
Sam Paganini,Flash - Wehbba Remix,25,2022,minimal-techno,0.627,0.964,0.061,0.000459,0.881,0.687,0.318,135.004,2020,chill
Aleksi Perälä,NL-L56-18-07442,6,2019,minimal-techno,0.73,0.712,0.0426,3.14e-06,0.885,0.0965,0.0418,133.596,2010,chill
Robert Babicz,Venus Transit,9,2013,minimal-techno,0.806,0.693,0.0783,0.00113,0.828,0.0875,0.136,122.013,2010,chill
Weval,Same Little Thing - Michael Mayer Mix,30,2019,minimal-techno,0.694,0.621,0.0438,0.000871,0.668,0.192,0.174,119.006,2010,chill
Sam Paganini,Primitives,2,2011,minimal-techno,0.725,0.807,0.0441,5.43e-06,0.911,0.0514,0.0999,126.002,2010,chill
Gabriel Ananda,Take Off,1,2006,minimal-techno,0.806,0.628,0.086,0.011,0.903,0.0839,0.666,126.0,2000,chill
Slam,Variance - Jerome Sydenham Remix,0,2012,minimal-techno,0.789,0.81,0.0478,9.57e-05,0.954,0.066,0.272,128.995,2010,chill
Dave Clarke,What Was Her Name - LFO Remix,2,2004,minimal-techno,0.616,0.939,0.0639,0.000223,0.81,0.1,0.882,145.044,2000,chill
Booka Shade,1993,18,2021,minimal-techno,0.71,0.668,0.0404,0.0191,0.839,0.23,0.301,127.984,2020,chill
Alan Fitzpatrick,Warning Signs - CamelPhat Remix,25,2021,minimal-techno,0.598,0.859,0.0271,0.00194,0.932,0.138,0.688,128.01,2020,chill
Oliver Huntemann,Flesh,4,2006,minimal-techno,0.805,0.596,0.0672,0.00242,0.881,0.169,0.452,125.0,2000,chill
Elia,Mexico,0,2008,minimal-techno,0.799,0.881,0.0556,4.37e-05,0.888,0.0931,0.204,126.955,2000,chill
Joseph Capriati,Spirit Brothers - ANNA Remix,8,2021,minimal-techno,0.611,0.871,0.0345,0.0014,0.929,0.133,0.0342,128.002,2020,chill
Frankyeffe,F4,0,2015,minimal-techno,0.805,0.835,0.0378,6.26e-06,0.925,0.148,0.124,128.023,2010,chill
Brad Jacobsen,"Lo, How a Rose E'er Blooming",2,2018,new-age,0.279,0.054,0.0509,0.985,0.901,0.149,0.184,176.269,2010,intense
George Winston,Seeds For Thought / Ballad for Oscar,9,2010,new-age,0.553,0.0252,0.0783,0.949,0.874,0.097,0.223,77.911,2010,intense
Tim Neumark,Waiting,24,2014,new-age,0.424,0.037,0.0583,0.987,0.945,0.0978,0.111,79.173,2010,intense
Michele McLaughlin,Evolution,6,2015,new-age,0.294,0.056,0.0563,0.993,0.91,0.098,0.116,107.76,2010,intense
Cusco,Legend in the Redwoods - Remastered by Basswolf,13,2016,new-age,0.531,0.713,0.0263,0.00455,0.563,0.241,0.311,97.978,2010,intense
Michele McLaughlin,Fival's Ballet,4,2000,new-age,0.246,0.0575,0.0504,0.994,0.948,0.0784,0.48,102.467,2000,intense
Philip Wesley,Racing Against the Sunset,9,2012,new-age,0.323,0.283,0.036,0.982,0.872,0.122,0.132,143.156,2010,intense
Jim Brickman,The Magic Of Christmas,2,2019,new-age,0.414,0.0997,0.0581,0.988,0.835,0.083,0.28,129.671,2010,intense
Dean Evenson,Receiving the Light,7,2017,new-age,0.157,0.129,0.0364,0.964,0.902,0.0859,0.0388,98.326,2010,intense
Tim Neumark,February Moonlight,6,2019,new-age,0.297,0.0644,0.0563,0.993,0.94,0.0936,0.0468,67.857,2010,intense
David Arkenstone,Ghost Runner,11,2014,new-age,0.449,0.395,0.0295,0.946,0.871,0.0803,0.0883,106.019,2010,intense
Spencer Brewer,Walls That Move,10,2023,new-age,0.431,0.042,0.0477,0.989,0.878,0.148,0.0473,110.596,2020,intense
Will Ackerman,From The Song Of Songs,6,2001,new-age,0.499,0.327,0.0259,0.779,8.91e-05,0.102,0.199,95.829,2000,intense
Ernesto Cortazar,Amaneci Entre Tu Brazos,12,2010,new-age,0.209,0.201,0.0346,0.915,0.881,0.143,0.0607,114.439,2010,intense
Al Hirt,Jazz Me Blues,7,2001,new-age,0.644,0.477,0.0436,0.779,0.0977,0.236,0.942,95.395,2000,intense
Kathryn Kaye,"Adrift in Fading Light (feat. Charlie Bisharat, Tony Levin & Jeff Haynes)",3,2015,new-age,0.312,0.144,0.0322,0.985,0.884,0.162,0.176,166.041,2010,intense
Nadama,Touch of Love,4,2006,new-age,0.547,0.0937,0.0344,0.919,0.92,0.0771,0.116,114.086,2000,intense
Myleene Klass,Silent Night,16,2022,new-age,0.476,0.0985,0.0297,0.982,0.893,0.107,0.198,75.808,2020,intense
Kevin Kendle,North Star,13,2007,new-age,0.0691,0.246,0.0345,0.973,0.915,0.325,0.0361,75.985,2000,intense
Lisa Lynne,A Bountiful Life,18,2011,new-age,0.512,0.341,0.0245,0.937,0.772,0.108,0.202,93.033,2010,intense
Kevin Kendle,Iridescence,2,2003,new-age,0.191,0.438,0.0376,0.685,0.842,0.177,0.119,60.309,2000,intense
Ken Elkinson,Spheres,6,2010,new-age,0.16,0.351,0.0379,0.709,0.814,0.112,0.044,73.99,2010,intense
Oliver Shanti & Friends,Beating Heart,8,2003,new-age,0.485,0.476,0.0416,0.469,0.0399,0.0873,0.63,122.453,2000,intense
David Arkenstone,Nirvana - Spirit Of The Rainforest Album Version,3,2002,new-age,0.137,0.359,0.0367,0.875,0.841,0.0908,0.0336,92.966,2000,intense
Christian Lindquist,2008-Aug-19,3,2010,new-age,0.509,0.0159,0.079,0.994,0.95,0.0998,0.384,69.504,2010,intense
Greg Maroney,The Endless River,3,2016,new-age,0.134,0.108,0.0443,0.903,0.785,0.0938,0.0323,143.488,2010,intense
Coyote Oldman,Entrance,24,2004,new-age,0.214,0.0781,0.0418,0.993,0.186,0.0932,0.326,85.687,2000,intense
Robert Haig Coxon,Divine Feminine,38,2019,new-age,0.124,0.0801,0.0355,0.982,0.947,0.0888,0.0498,88.84,2010,intense
Peter Davison,Climbing Through Moonlight,3,2023,new-age,0.154,0.18,0.0356,0.912,0.676,0.0973,0.143,97.81,2020,intense
Ernesto Cortazar,Warsaw Concerto,14,2011,new-age,0.227,0.339,0.0401,0.903,0.84,0.0987,0.0375,88.194,2010,intense
Georges Bizet,Adagio Ⅰ (G.Bizet),8,2022,opera,0.499,0.167,0.0399,0.99,0.891,0.128,0.247,97.748,2020,nostalgic
Camilla Kerslake,Come Home,12,2015,opera,0.542,0.582,0.027,0.563,1.02e-06,0.17,0.328,126.143,2010,nostalgic
Giacomo Meyerbeer,Les Huguenots: Bianca al par di neve (Sung in Italian),0,2013,opera,0.279,0.169,0.0406,0.962,6.46e-05,0.239,0.086,114.137,2010,nostalgic
Vienna State Opera Chorus,"Fidelio: Act II, ""Leonore!...O, namenlose Freude!"" (Florestan, Leonore)",0,2008,opera,0.33,0.402,0.0712,0.979,0.0704,0.18,0.302,109.356,2000,nostalgic
Hayley Westenra,Do You Hear What I Hear?,8,2004,opera,0.525,0.314,0.0296,0.892,0.0,0.232,0.494,100.151,2000,nostalgic
Katherine Jenkins,Nearer My God To Thee,23,2018,opera,0.159,0.326,0.0339,0.904,0.00126,0.252,0.169,87.062,2010,nostalgic
Antonio Sartorio,"Orfeo, Act II, Scene 1: ""Aria: Sei morto"" (Orfeo)",0,2023,opera,0.308,0.115,0.0379,0.975,0.288,0.115,0.135,127.652,2020,nostalgic
Mirella Freni,La Bohème: Donde lieta uscì,12,2012,opera,0.276,0.0524,0.0411,0.987,4.62e-05,0.0737,0.037,88.241,2010,nostalgic
José Carreras,Me so m'briacato e sole,0,2013,opera,0.3,0.402,0.0371,0.981,0.00218,0.351,0.158,127.716,2010,nostalgic
Rome Opera Chorus and Orchestra,"Madame Butterfly : Act III - ""Come Una Mosca Prigioniera"" (Suzuki, Butterfly)",0,2011,opera,0.226,0.234,0.0354,0.977,0.593,0.094,0.0691,82.315,2010,nostalgic
Mario del Monaco,Nessun Dorma!,6,2011,opera,0.27,0.138,0.0328,0.952,0.00316,0.363,0.122,83.164,2010,nostalgic
Órla Fallon,Suantraí,5,2021,opera,0.251,0.201,0.0339,0.976,0.00118,0.125,0.181,79.335,2020,nostalgic
Celtic Woman,I Saw Three Ships,15,2022,opera,0.68,0.287,0.0472,0.866,3.74e-05,0.11,0.572,114.965,2020,nostalgic
